Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
08/30/2020,02/01/2020,08/29/2020,FL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,26,
08/30/2020,02/01/2020,08/29/2020,FL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,213,
08/30/2020,02/01/2020,08/29/2020,FL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,652,
08/30/2020,02/01/2020,08/29/2020,FL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,1260,
08/30/2020,02/01/2020,08/29/2020,FL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,2153,
08/30/2020,02/01/2020,08/29/2020,FL,Renal failure,Renal failure,N17-N19,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,Renal failure,Renal failure,N17-N19,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,Renal failure,Renal failure,N17-N19,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,Renal failure,Renal failure,N17-N19,55-64,22,
08/30/2020,02/01/2020,08/29/2020,FL,Renal failure,Renal failure,N17-N19,65-74,56,
08/30/2020,02/01/2020,08/29/2020,FL,Renal failure,Renal failure,N17-N19,75-84,90,
08/30/2020,02/01/2020,08/29/2020,FL,Renal failure,Renal failure,N17-N19,85+,99,
08/30/2020,02/01/2020,08/29/2020,FL,Renal failure,Renal failure,N17-N19,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,Renal failure,Renal failure,N17-N19,All ages,280,
08/30/2020,02/01/2020,08/29/2020,FL,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,18,
08/30/2020,02/01/2020,08/29/2020,FL,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,25,
08/30/2020,02/01/2020,08/29/2020,FL,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,37,
08/30/2020,02/01/2020,08/29/2020,FL,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,88,
08/30/2020,02/01/2020,08/29/2020,FL,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,149,
08/30/2020,02/01/2020,08/29/2020,FL,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,227,
08/30/2020,02/01/2020,08/29/2020,FL,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,550,
08/30/2020,02/01/2020,08/29/2020,FL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,19,
08/30/2020,02/01/2020,08/29/2020,FL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,28,
08/30/2020,02/01/2020,08/29/2020,FL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,70,
08/30/2020,02/01/2020,08/29/2020,FL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,173,
08/30/2020,02/01/2020,08/29/2020,FL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,485,
08/30/2020,02/01/2020,08/29/2020,FL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,904,
08/30/2020,02/01/2020,08/29/2020,FL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,1135,
08/30/2020,02/01/2020,08/29/2020,FL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,1389,
08/30/2020,02/01/2020,08/29/2020,FL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,4203,
08/30/2020,02/01/2020,08/29/2020,FL,Coronavirus Disease 2019,COVID-19,U071,0-24,23,
08/30/2020,02/01/2020,08/29/2020,FL,Coronavirus Disease 2019,COVID-19,U071,25-34,65,
08/30/2020,02/01/2020,08/29/2020,FL,Coronavirus Disease 2019,COVID-19,U071,35-44,201,
08/30/2020,02/01/2020,08/29/2020,FL,Coronavirus Disease 2019,COVID-19,U071,45-54,459,
08/30/2020,02/01/2020,08/29/2020,FL,Coronavirus Disease 2019,COVID-19,U071,55-64,1134,
08/30/2020,02/01/2020,08/29/2020,FL,Coronavirus Disease 2019,COVID-19,U071,65-74,2197,
08/30/2020,02/01/2020,08/29/2020,FL,Coronavirus Disease 2019,COVID-19,U071,75-84,3059,
08/30/2020,02/01/2020,08/29/2020,FL,Coronavirus Disease 2019,COVID-19,U071,85+,3356,
08/30/2020,02/01/2020,08/29/2020,FL,Coronavirus Disease 2019,COVID-19,U071,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,FL,Coronavirus Disease 2019,COVID-19,U071,All ages,10494,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,18,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,39,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,114,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,263,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,481,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,546,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,414,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,1880,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,17,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,27,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,70,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,86,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,58,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,263,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,13,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,42,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,82,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,143,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,93,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,42,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,423,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory failure,J96,25-34,22,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory failure,J96,35-44,37,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory failure,J96,45-54,117,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory failure,J96,55-64,278,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory failure,J96,65-74,487,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory failure,J96,75-84,564,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory failure,J96,85+,439,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory failure,J96,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory failure,J96,All ages,1949,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory arrest,R09.2,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory arrest,R09.2,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory arrest,R09.2,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory arrest,R09.2,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory arrest,R09.2,55-64,14,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory arrest,R09.2,65-74,33,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory arrest,R09.2,75-84,37,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory arrest,R09.2,85+,47,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Respiratory arrest,R09.2,All ages,144,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,13,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,25,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,36,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,52,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,56,
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,192,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,11,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,31,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,104,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,135,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,178,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Hypertensive diseases,I10-I15,85+,196,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,659,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,39,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,44,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,64,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Ischemic heart disease,I20-I25,85+,92,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,249,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrest,I46,25-34,10,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrest,I46,35-44,14,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrest,I46,45-54,50,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrest,I46,55-64,84,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrest,I46,65-74,166,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrest,I46,75-84,166,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrest,I46,85+,138,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrest,I46,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrest,I46,All ages,629,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,15,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,41,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,55,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,59,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,180,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Heart failure,I50,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Heart failure,I50,55-64,32,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Heart failure,I50,65-74,50,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Heart failure,I50,75-84,72,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Heart failure,I50,85+,91,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Heart failure,I50,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Heart failure,I50,All ages,258,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,28,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,63,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,58,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,59,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,219,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,11,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,18,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,26,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,59,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,48,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,50,
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,216,
08/30/2020,02/01/2020,08/29/2020,GA,Sepsis,Sepsis,A40-A41,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Sepsis,Sepsis,A40-A41,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Sepsis,Sepsis,A40-A41,35-44,15,
08/30/2020,02/01/2020,08/29/2020,GA,Sepsis,Sepsis,A40-A41,45-54,66,
08/30/2020,02/01/2020,08/29/2020,GA,Sepsis,Sepsis,A40-A41,55-64,122,
08/30/2020,02/01/2020,08/29/2020,GA,Sepsis,Sepsis,A40-A41,65-74,196,
08/30/2020,02/01/2020,08/29/2020,GA,Sepsis,Sepsis,A40-A41,75-84,167,
08/30/2020,02/01/2020,08/29/2020,GA,Sepsis,Sepsis,A40-A41,85+,94,
08/30/2020,02/01/2020,08/29/2020,GA,Sepsis,Sepsis,A40-A41,Not stated,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Sepsis,Sepsis,A40-A41,All ages,671,
08/30/2020,02/01/2020,08/29/2020,GA,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,Counts less than 10 suppressed.
08/30/2020,02/01/2020,08/29/2020,GA,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,Counts less than 10 suppressed.
